Customer_ID,Customer_Role,Specialty_Service,Establishment_Type,Country,Language,Years_Experience,Skill_Level_Self_Assessed,OPCO_Eligibility,Has_BD_Contract,Format_Preference,Available_Time_Hours,Training_Objective,Preferred_BD_Product,Prior_BD_Trainings,Completed_Training_Treatment,Satisfaction_Score_Proxy
HCP0135,Nurse,Surgery,CH,France,Français (fr) - French,15,Intermediate,Yes,Yes,E-learning,8,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,BD PICCline,,Yes,3.6
HCP0136,Anesthesiologist,Surgical ICU,Kreiskrankenhaus,Germany,Deutsch (de) - German,23,Intermediate,No,Yes,E-learning,4,Develop vascular access unit expertise,HealthSight,BD5192,Yes,4.0
HCP0137,Pharmacy Manager,Pharmacy Management,Private Hospital,Greece,Ελληνικά (el) - Greek,13,Advanced,No,Yes,Webinar,8,Improve pre-analytical quality and reduce specimen non-conformances,BD PICCline,BD0744,No,4.4
HCP0138,System Manager,Specimen Management,Clínica Privada,Spain,Español (es) - Spanish,27,Intermediate,No,Yes,E-learning,24,Prepare for OPCO-funded certification in vascular access,BD Rowa™,BD3277,Yes,4.7
HCP0139,Biomedical Engineer,Chirurgie,Geriatrik,Turkey,Türkçe (tr) - Turkish,12,Intermediate,No,Yes,Webinar,8,Prepare for targeted temperature management protocol implementation,BD Eclipse™,BD7487,No,2.7
HCP0140,Pharmacy Manager,Gastroenterology,Hospital General,Spain,Español (es) - Spanish,10,Expert,No,Yes,E-learning,4,Validate Qualiopi competencies for task delegation,HealthSight,BD3818,Yes,3.6
HCP0141,Nurse,Biochemistry,Universitetssjukhus,Denmark,Dansk (da) - Danish,14,Intermediate,Yes,Yes,E-learning,40,Onboard new staff on BD Alaris™ infusion pump systems,BD PICCline,BD1640,No,4.1
HCP0142,Nurse,Oncology,EHPAD,France,Français (fr) - French,29,Intermediate,Yes,No,On-site,40,Maîtriser les techniques de prélèvement avec BD Vacutainer®,,BD9121,Yes,2.7
HCP0143,Nurse,Critical Care,ESPIC,France,Français (fr) - French,20,Advanced,Yes,Yes,E-learning,24,Valider les compétences Qualiopi pour la délégation de tâches infirmières,Pyxis Anesthesia,BD8241,Yes,2.8
HCP0144,Pharmacy Manager,Chirurgie,CH,France,Français (fr) - French,12,Intermediate,Yes,Yes,E-learning,8,Optimiser les workflows de dispensation sur le système Pyxis ES,HealthSight,BD2976,Yes,3.2
HCP0145,Physician,Clinical Pharmacy,Regionsjukhus,Denmark,Dansk (da) - Danish,16,Intermediate,No,Yes,Blended,2,Prepare for targeted temperature management protocol implementation,Pyxis ES,,Yes,2.8
HCP0146,Nurse,Microbiology,RSA,Italy,Italiano (it) - Italian,6,Intermediate,No,Yes,On-site,40,Onboard on BD Nexiva™ IV catheter system,BD Bair Hugger™,BD8647,Yes,4.7
HCP0147,Physician,Pediatrics,Ospedale Universitario,Italy,Italiano (it) - Italian,2,Advanced,No,Yes,E-learning,16,Validate Qualiopi competencies for task delegation,BD Insyte™,BD5282,Yes,4.4
HCP0148,ICU Specialist,Formulary Management,Private Hospital,Hungary,Magyar (hu) - Hungarian,5,Advanced,Yes,Yes,Webinar,16,Develop vascular access unit expertise,BD Preset™,,No,3.7
HCP0149,Nurse,Emergency ICU,CHU,France,Français (fr) - French,15,Advanced,Yes,No,E-learning,2,Préparer la mise en œuvre du protocole TTM en réanimation,HealthSight,,Yes,3.3
HCP0150,ICU Specialist,Biomedical Engineering,Integrated Care Board,United Kingdom,English (United Kingdom),24,Expert,No,No,E-learning,40,Train on BD Rowa™ pharmacy automation system,Pyxis ES,,Yes,2.6
HCP0151,Physician,Surgical ICU,VVT,Netherlands,Nederlands (nl) - Dutch,22,Intermediate,No,No,Webinar,8,Prepare for BD Vacutainer® train-the-trainer programme,BD Foley,,No,4.6
HCP0152,ICU Specialist,Emergency Department,GP Surgery,United Kingdom,English (United Kingdom),1,Intermediate,Yes,Yes,E-learning,2,Optimise Pyxis ES dispensing workflows,Pyxis ES,BD9995,No,
HCP0153,Pharmacy Manager,Pharmacie Hospitalière,CPAS,Belgium,Français (fr) - French,19,Advanced,Yes,Yes,Masterclass,4,Développer les compétences en pose et entretien de PICC line,BD Bair Hugger™,BD4523,Yes,3.9
HCP0154,Pharmacist,Cardiologie,MVZ,Germany,Deutsch (de) - German,3,Intermediate,No,Yes,E-learning,40,Enhance PICC line insertion and maintenance skills,BD Rowa™,BD1197,Yes,2.9
HCP0155,ICU Specialist,Medical Biology,Policlinico,Italy,Italiano (it) - Italian,30,Advanced,No,Yes,E-learning,4,Prepare for BD Vacutainer® train-the-trainer programme,BD Vacutainer®,BD6076,Yes,4.4
HCP0156,Nurse Practitioner,Anesthesiology,Academic Medical Center,Hungary,Magyar (hu) - Hungarian,8,Intermediate,No,Yes,Webinar,16,Onboard on BD Nexiva™ IV catheter system,Pyxis Anesthesia,BD2629,Yes,3.4
HCP0157,Nurse,Neurologie,Community Hospital,Czech Republic,Čeština (cs) - Czech,25,Intermediate,Yes,Yes,E-learning,8,Master blood collection techniques with BD Vacutainer® systems,VADvisor™,,No,3.4
HCP0158,Physician,Medical ICU,Clinique Spécialisée,Belgium,Français (fr) - French,20,Intermediate,Yes,Yes,E-learning,40,Former les nouveaux utilisateurs au système BD Alaris™,BD Foley,BD3268,No,3.1
HCP0159,Biomedical Engineer,Blood Bank,Centro de Salud,Spain,Español (es) - Spanish,8,Intermediate,Yes,Yes,Webinar,2,Gain expert-level certification in TTM management,,BD8849,Yes,
HCP0160,Physician,Oncology,Hospital Universitario,Spain,Español (es) - Spanish,14,Intermediate,Yes,No,E-learning,16,Improve pre-analytical quality and reduce specimen non-conformances,BD Bair Hugger™,,Yes,4.5
HCP0161,Nurse,Gastroenterology,GP Surgery,United Kingdom,English (United Kingdom),2,Beginner,No,No,Masterclass,4,Enhance PICC line insertion and maintenance skills,BD Rowa™,,Yes,5.0
HCP0162,Physician,Hématologie,GP Surgery,United Kingdom,English (United Kingdom),10,Beginner,No,Yes,E-learning,2,Prepare for BD Vacutainer® train-the-trainer programme,BD PICCline,BD4590,Yes,4.9
HCP0163,Physician,Formulary Management,ESPIC,France,Français (fr) - French,14,Beginner,Yes,Yes,E-learning,24,Développer les compétences en pose et entretien de PICC line,BD TTM System,BD4802,No,3.9
HCP0164,ICU Specialist,Emergency Department,CHU,France,Français (fr) - French,8,Advanced,Yes,Yes,Blended,8,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,,,Yes,2.6
HCP0165,Physician,Neurology,ESPIC,France,Français (fr) - French,3,Beginner,Yes,No,On-site,40,Préparer la mise en œuvre du protocole TTM en réanimation,BD Alaris™,,No,3.8
HCP0166,Nurse,Specimen Management,Community Trust,United Kingdom,English (United Kingdom),20,Advanced,Yes,Yes,Webinar,2,Optimise Pyxis ES dispensing workflows,BD Nexiva™,,No,3.2
HCP0167,Clinical Pharmacist,Dispensing Automation,Clínica Privada,Spain,Español (es) - Spanish,7,Intermediate,Yes,No,Webinar,40,Gain expert-level certification in TTM management,,BD5615,Yes,4.4
HCP0168,Pharmacist,Dispensing Automation,Universitetssjukhus,Denmark,Dansk (da) - Danish,28,Intermediate,No,Yes,E-learning,4,Enhance PICC line insertion and maintenance skills,Pyxis ES,,Yes,
HCP0169,Nurse,Anesthesiology,Privatklinik,Germany,Deutsch (de) - German,17,Intermediate,No,Yes,Webinar,4,Enhance PICC line insertion and maintenance skills,BD Vacutainer®,BD6999,Yes,4.1
HCP0170,Physician,Pharmacie Hospitalière,Kreiskrankenhaus,Germany,Deutsch (de) - German,6,Intermediate,No,No,E-learning,16,Prepare for OPCO-funded certification in vascular access,,BD6076,Yes,2.7
HCP0171,Nurse,Medical Biology,Hospital General,Spain,Español (es) - Spanish,10,Advanced,Yes,Yes,E-learning,16,Train on BD Rowa™ pharmacy automation system,BD Alaris™,,Yes,3.4
HCP0172,Physician,Specimen Management,Kantonsspital,Switzerland,Deutsch (de) - German,28,Intermediate,No,Yes,Webinar,4,Onboard new staff on BD Alaris™ infusion pump systems,BD Eclipse™,,No,3.8
HCP0173,Nurse,Biomedical Engineering,Kantonsspital,Switzerland,Deutsch (de) - German,17,Intermediate,No,No,Blended,40,Optimise Pyxis ES dispensing workflows,,,Yes,3.1
HCP0174,Nurse Practitioner,Réanimation,Private Hospital,Romania,Română (ro) - Romanian,21,Intermediate,Yes,No,Webinar,24,Onboard new staff on BD Alaris™ infusion pump systems,BD PICCline,BD2466,No,3.5
HCP0175,Physician,Neurologie,EHPAD,France,Français (fr) - French,18,Intermediate,Yes,No,Blended,24,Améliorer la conformité préanalytique et réduire les non-conformités,BD Insyte™,BD2481,Yes,3.4
HCP0176,Pharmacy Manager,Biochemistry,Policlinico,Italy,Italiano (it) - Italian,11,Intermediate,No,Yes,E-learning,24,Onboard new staff on BD Alaris™ infusion pump systems,BD TTM System,,Yes,3.0
HCP0177,Anesthesiologist,Cardiologie,Hôpital Général,France,Français (fr) - French,18,Intermediate,Yes,Yes,E-learning,2,Améliorer la sécurité des perfusions et réduire les erreurs médicamenteuses,,,Yes,4.1
HCP0178,Pharmacy Manager,Clinical Pharmacy,CH,France,Français (fr) - French,3,Intermediate,Yes,No,Webinar,40,Améliorer la conformité préanalytique et réduire les non-conformités,Pyxis ES,BD3128,No,4.4
HCP0179,Biomedical Engineer,Vascular Surgery,Centro de Salud,Spain,Español (es) - Spanish,24,Beginner,No,No,E-learning,24,Prepare for OPCO-funded certification in vascular access,BD Alaris™,BD2501,Yes,3.9
HCP0180,ICU Specialist,Formulary Management,Community Hospital,Israel,English (United Kingdom),16,Beginner,Yes,Yes,Blended,40,Master blood collection techniques with BD Vacutainer® systems,BD Nexiva™,,Yes,2.7
HCP0181,Pharmacist,Neurologie,ESPIC,France,Français (fr) - French,9,Advanced,Yes,Yes,On-site,16,Optimiser les workflows de dispensation sur le système Pyxis ES,BD TTM System,BD9384,Yes,
HCP0182,Nurse,Pulmonology,Universitetssjukhus,Finland,Suomi (fi) - Finnish,3,Beginner,Yes,Yes,Webinar,16,Improve infusion safety and reduce medication errors,BD Midline,BD0744,No,3.8
HCP0183,Pharmacist,Dispensing Automation,Academic Medical Center,Hungary,Magyar (hu) - Hungarian,24,Beginner,No,No,Blended,4,Validate Qualiopi competencies for task delegation,BD Provena™,,Yes,4.0
HCP0184,System Manager,Surgery,Regionsjukhus,Norway,Norsk (Ino) - Norwegian,8,Advanced,No,Yes,On-site,2,Train on BD Rowa™ pharmacy automation system,BD PICCline,BD0266,No,
HCP0185,Physician,Dispensing Automation,Privatklinik,Austria,Deutsch (de) - German,18,Beginner,No,Yes,Webinar,4,Train on BD Rowa™ pharmacy automation system,BD PICCline,BD4830,No,
HCP0186,Pharmacist,Biomedical Engineering,CH,France,Français (fr) - French,7,Intermediate,Yes,Yes,Blended,2,Préparer une certification financée par l'OPCO en accès vasculaire,HealthSight,,Yes,
HCP0187,Nurse,Gastroenterology,Residencia,Spain,Español (es) - Spanish,3,Advanced,No,Yes,Blended,8,Onboard new staff on BD Alaris™ infusion pump systems,Pyxis ES,BD0093,No,2.6
HCP0188,Nurse,Hématologie,RSA,Italy,Italiano (it) - Italian,3,Advanced,No,Yes,Webinar,24,Onboard on BD Nexiva™ IV catheter system,,BD0093,Yes,3.3
HCP0189,System Manager,Medical Biology,GP Surgery,United Kingdom,English (United Kingdom),7,Beginner,Yes,No,Blended,24,Validate Qualiopi competencies for task delegation,BD A-Line™,,Yes,3.8
HCP0190,Physician,Equipment Maintenance,Centro de Salud,Spain,Español (es) - Spanish,11,Beginner,Yes,Yes,Blended,4,Optimise Pyxis ES dispensing workflows,BD Microtainer®,BD9715,No,3.2
HCP0191,Physician,Pulmonology,Clinique Privée,France,Français (fr) - French,20,Intermediate,Yes,Yes,E-learning,2,Maîtriser les techniques de prélèvement avec BD Vacutainer®,BD A-Line™,BD8152,Yes,
HCP0192,Physician,Clinical Pharmacy,Casa di Cura,Italy,Italiano (it) - Italian,15,Intermediate,No,No,E-learning,2,Train on BD Rowa™ pharmacy automation system,Pyxis Anesthesia,,Yes,2.7
HCP0193,Biomedical Engineer,Pharmacy Management,Private Hospital,Poland,Polski (pl) - Polish,4,Intermediate,No,No,E-learning,40,Enhance PICC line insertion and maintenance skills,BD Rowa™,BD5144,Yes,3.7
HCP0194,Pharmacist,Surgery,RSA,Italy,Italiano (it) - Italian,16,Intermediate,Yes,Yes,Blended,4,Enhance PICC line insertion and maintenance skills,BD Insyte™,BD9425,No,3.9
HCP0195,ICU Specialist,Neurology,Ospedale Universitario,Italy,Italiano (it) - Italian,6,Intermediate,No,Yes,E-learning,40,Prepare for BD Vacutainer® train-the-trainer programme,VADvisor™,,Yes,2.7
HCP0196,System Manager,Pharmacie Hospitalière,MVZ,Germany,Deutsch (de) - German,4,Expert,No,Yes,On-site,2,Master blood collection techniques with BD Vacutainer® systems,BD Insyte™,,No,3.0
HCP0197,Pharmacy Manager,Soins Intensifs,CHU,Belgium,Français (fr) - French,11,Intermediate,Yes,Yes,On-site,24,Obtenir une certification avancée en gestion de la TTM,VADvisor™,BD6448,No,2.8
HCP0198,ICU Specialist,Specimen Management,GP Surgery,United Kingdom,English (United Kingdom),18,Beginner,No,No,E-learning,40,Support career development with certified training (Qualiopi equivalent),Pyxis ES,BD7005,Yes,3.1
HCP0199,Nurse,Pediatrics,Universitetssjukhus,Sweden,Svenska (sv) - Swedish,22,Intermediate,No,No,E-learning,40,Improve infusion safety and reduce medication errors,BD PICCline,,No,3.6
HCP0200,Pharmacy Manager,Cardiac ICU,ESPIC,France,Français (fr) - French,6,Beginner,Yes,No,E-learning,4,Optimiser les workflows de dispensation sur le système Pyxis ES,BD Insyte™,,Yes,4.6
HCP0201,Nurse Practitioner,Réanimation,Geriatrik,Turkey,Türkçe (tr) - Turkish,12,Expert,No,Yes,Webinar,24,Prepare for BD Vacutainer® train-the-trainer programme,BD Provena™,BD4080,Yes,4.8
HCP0202,Nurse,Dispensing Automation,Universitetssjukhus,Denmark,Dansk (da) - Danish,8,Intermediate,No,Yes,On-site,24,Develop vascular access unit expertise,BD Alaris™,,No,4.3
HCP0203,Nurse,Anesthesiology,Private Hospital,Croatia,Hrvatski (hr) - Croatian,25,Expert,No,No,E-learning,8,Gain expert-level certification in TTM management,BD Microtainer®,,No,2.7
HCP0204,Pharmacist,Medical Biology,Universitetssjukhus,Sweden,Svenska (sv) - Swedish,13,Intermediate,No,No,Webinar,2,Gain expert-level certification in TTM management,BD PICCline,,No,2.9
HCP0205,Pharmacist,Clinical Pharmacy,Hôpital Général,France,Français (fr) - French,7,Intermediate,Yes,Yes,E-learning,2,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD PICCline,BD2018,Yes,4.6
HCP0206,System Manager,Advanced Practice Nursing,Casa di Cura,Italy,Italiano (it) - Italian,10,Expert,No,Yes,Webinar,2,Prepare for targeted temperature management protocol implementation,BD PICCline,BD6969,Yes,
HCP0207,Pharmacy Manager,Emergency Department,RSA,Italy,Italiano (it) - Italian,3,Advanced,Yes,Yes,E-learning,16,Prepare for targeted temperature management protocol implementation,BD Preset™,,Yes,4.4
HCP0208,Physician,Gastroenterology,Clinique Privée,France,Français (fr) - French,11,Beginner,Yes,No,On-site,16,Développer les compétences en pose et entretien de PICC line,BD PICCline,BD4080,Yes,
HCP0209,Nurse,Critical Care,IPSS,Portugal,Português (pt) - Portuguese,20,Intermediate,Yes,Yes,On-site,24,Enhance PICC line insertion and maintenance skills,VADvisor™,,No,3.4
HCP0210,Nurse,Infectious Disease,Academic Medical Center,United States,English (United States),15,Beginner,No,No,Webinar,2,Train on BD Rowa™ pharmacy automation system,BD A-Line™,BD3520,No,5.0
HCP0211,Pharmacist,Gériatrie,HAD,France,Français (fr) - French,19,Intermediate,Yes,Yes,On-site,40,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Bair Hugger™,,No,3.2
HCP0212,Physician,Formulary Management,Ospedale Regionale,Italy,Italiano (it) - Italian,4,Intermediate,No,Yes,Blended,8,Gain expert-level certification in TTM management,Pyxis Anesthesia,BD5935,Yes,2.8
HCP0213,System Manager,Cardiology,Privatklinik,Germany,Deutsch (de) - German,28,Intermediate,No,Yes,Webinar,40,Onboard new staff on BD Alaris™ infusion pump systems,BD Bair Hugger™,BD3560,Yes,4.4
HCP0214,Nurse,Hématologie,Hospital General,Spain,Español (es) - Spanish,8,Expert,No,Yes,Webinar,4,Support career development with certified training (Qualiopi equivalent),Pyxis Anesthesia,BD8062,No,2.8
HCP0215,System Manager,Medical Biology,Universitetssjukhus,Norway,Norsk (Ino) - Norwegian,24,Expert,No,Yes,Masterclass,40,Gain expert-level certification in TTM management,Pyxis Anesthesia,BD0907,Yes,3.5
HCP0216,Pharmacist,Soins Intensifs,EHPAD,France,Français (fr) - French,3,Intermediate,Yes,No,E-learning,16,Préparer la mise en œuvre du protocole TTM en réanimation,,BD7487,Yes,4.2
HCP0217,Nurse,Biomedical Engineering,MSP,France,Français (fr) - French,14,Expert,Yes,Yes,E-learning,4,Valider les compétences Qualiopi pour la délégation de tâches infirmières,BD Insyte™,BD8828,Yes,4.6
HCP0218,Pharmacy Manager,Neurology,Regionsjukhus,Finland,Suomi (fi) - Finnish,19,Beginner,No,No,Webinar,16,Develop vascular access unit expertise,,,Yes,
HCP0219,ICU Specialist,Biochemistry,Universitetssjukhus,Denmark,Dansk (da) - Danish,2,Beginner,No,Yes,Webinar,8,Prepare for targeted temperature management protocol implementation,BD A-Line™,BD7211,Yes,2.6
HCP0220,Nurse,Surgery,Huisartsenpraktijk,Netherlands,Nederlands (nl) - Dutch,27,Intermediate,No,Yes,E-learning,8,Improve infusion safety and reduce medication errors,BD Rowa™,BD5812,No,3.2
HCP0221,ICU Specialist,Oncology,Centro de Salud,Spain,Español (es) - Spanish,19,Intermediate,Yes,No,E-learning,2,Improve pre-analytical quality and reduce specimen non-conformances,BD TTM System,BD6559,Yes,4.8
HCP0222,Clinical Pharmacist,Gériatrie,NHS Trust,United Kingdom,English (United Kingdom),20,Intermediate,No,No,Blended,8,Prepare for targeted temperature management protocol implementation,BD Nexiva™,,Yes,4.9
HCP0223,ICU Specialist,Pediatrics,HAD,France,Français (fr) - French,3,Intermediate,Yes,Yes,Webinar,4,Optimiser les workflows de dispensation sur le système Pyxis ES,,,Yes,3.0
HCP0224,System Manager,Microbiology,Community Hospital,Croatia,Hrvatski (hr) - Croatian,11,Intermediate,No,Yes,E-learning,4,Validate Qualiopi competencies for task delegation,BD TTM System,,Yes,4.0
HCP0225,Nurse,Cardiac ICU,Community Hospital,United Kingdom,English (United Kingdom),23,Intermediate,Yes,Yes,Webinar,8,Onboard new staff on BD Alaris™ infusion pump systems,BD Eclipse™,BD1100,Yes,
HCP0226,Nurse,Advanced Practice Nursing,Residencia,Spain,Español (es) - Spanish,5,Beginner,Yes,Yes,Webinar,16,Develop vascular access unit expertise,BD Foley,,Yes,3.2
HCP0227,Physician,Biochemistry,Private Hospital,United Kingdom,English (United Kingdom),22,Advanced,No,No,Webinar,16,Prepare for BD Vacutainer® train-the-trainer programme,BD Eclipse™,,Yes,4.6
HCP0228,ICU Specialist,ICU / Critical Care,Policlinico,Italy,Italiano (it) - Italian,6,Advanced,No,Yes,Webinar,40,Gain expert-level certification in TTM management,BD Bair Hugger™,BD3370,Yes,3.6
HCP0229,Physician,Clinical Pharmacy,Academic Medical Center,Czech Republic,Čeština (cs) - Czech,12,Advanced,Yes,Yes,Blended,16,Improve pre-analytical quality and reduce specimen non-conformances,,,No,3.4
