Module_ID,Module_Title,Business_Unit_Full,Business_Unit,Topic_Domain,Training_Type,Delivery_Format,Duration_Hours,Skill_Level,Target_Roles,Language,Country,Certification,OPCO_Eligible,Prerequisites_Module_ID,Course_Active,Created_By,Created_Date,Description
BD3685,System Manager - BD Pyxis Med Link Queue & Waste v1.10 for ES v1.6,Medication Management Solutions,MMS,Medication Management,Premium,Masterclass,2,Advanced,Pharmacy Manager,English (United Kingdom),United States,Yes,No,BD0574,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD4481,FR_Peripherally Inserted Central Catheters_V1.0,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,Webinar,3,Intermediate,Pharmacist,Français (fr) - French,,No,No,BD0295,YES,Nazeerah Ramdhian-Demery,2/26/24,"Formation sur l'entretien des PICC lines et Midlines. Couvre les pansements, les protocoles de rinçage et la prévention des infections."
BD7248,Nurse/Clinician - Pyxis MedStation ES v1.4: Essentials Profile/Non-Profile Modes with ES Link,Medication Management Solutions,MMS,Medication Management,BDLA,On-site,3,Beginner,,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD8701,Sistema de Colheita de Urina BD Vacutainer®,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1,Beginner,Physician|ICU Specialist,Português (pt) - Portuguese,Portugal,No,No,BD0006,YES,Angel Cervantes,11/3/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD2588,Nurse/Clinician - Pyxis MedStation 4000 Essentials - CLP1041,Medication Management Solutions,MMS,Medication Management,BDLA,Blended,1,Advanced,Pharmacy Manager,English (United Kingdom),,No,Yes,BD0061,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD9407,FR_BD Provena™ Midline,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,On-site,0.25,Advanced,Pharmacist,Français (fr) - French,France,No,Yes,BD0038,YES,Nazeerah Ramdhian-Demery,10/21/24,"Formation sur l'entretien des PICC lines et Midlines. Couvre les pansements, les protocoles de rinçage et la prévention des infections."
BD8117,Sistema di raccolta delle urine bd vacutainer,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,On-site,1,Advanced,System Manager,Italiano (it) - Italian,Italy,No,Yes,BD0110,YES,Alessandro Olgiati,7/5/24,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD7445,Pharmacy - Pyxis Anesthesia Station ES v1.3.4: Essentials (CLP1155),Medication Management Solutions,MMS,Medication Management,External,Webinar,4,Intermediate,System Manager,English (United Kingdom),United States,No,No,,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD4216,BD Vacutainer® sustav za prikupljanje urina,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,1,Intermediate,Pharmacist,Hrvatski (hr) - Croatian,Croatia,Yes,Yes,BD0655,YES,Veronika  Bican,7/10/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD8443,BD Vacutainer Eclipse™ Kan Alma İğnesi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,20,Beginner,,English (United Kingdom),Turkey,No,No,,YES,Onur Alti,10/5/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD5401,Najbolje prakse za smanjenje predanalitičkih pogrešaka povezanih sa prikupljanjem krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,On-site,2,Beginner,Nurse,Hrvatski (hr) - Croatian,Croatia,No,No,,YES,Veronika  Bican,7/10/25,"Module on BD A-Line™ arterial blood gas sampling. Reviews preparation, collection technique, transport requirements, and quality indicators."
BD8234,TTM U aloittelijan taso,Urology and Critical Care,UCC,Urology & Critical Care,Premium,Blended,2,Advanced,Pharmacy Manager,Suomi (fi) - Finnish,Finland,Yes,No,BD0225,YES,Louise Oakes,4/30/25,"Beginner-level introduction to BD TTM System components and clinical indications. Covers patient selection, device priming, and basic alarm management."
BD7455,Ivan Test course - Rustici Scorm to US library 1,Medication Management Solutions,MMS,Medication Management,Qualiopi,Webinar,1.5,Intermediate,Nurse|ICU Specialist,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Ivan Hedley,11/11/25,"Introduction to automated dispensing cabinets for pharmacy technicians. Reviews medication safety workflows, barcode scanning, and replenishment processes."
BD9762,BD BodyGuard™ Volumetric Pump Technical Training,Medication Management Solutions,MMS,Medication Management,Premium,E-learning,2,Intermediate,Nurse,English (United Kingdom),United Kingdom,Yes,Yes,,YES,Joel Roney,4/20/23,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD2456,Essential workflows for clinicians (~21 minutes),Medication Management Solutions,MMS,Medication Management,Product Training,Blended,2,Intermediate,Physician,English (United States),United States,No,No,BD0457,YES,Joel Roney,9/28/23,"Introduction to automated dispensing cabinets for pharmacy technicians. Reviews medication safety workflows, barcode scanning, and replenishment processes."
BD8410,TTM U Niveau avancé,Urology and Critical Care,UCC,Urology & Critical Care,BDLA,Webinar,2,Intermediate,Nurse,Français (fr) - French,France,No,No,,YES,Louise Oakes,4/29/25,"Formation de niveau intermédiaire sur la TTM pour infirmiers et médecins de réanimation. Couvre la configuration, la surveillance et les ajustements de protocole."
BD1197,Nurse/Clinician - Pyxis MedStation ES v1.6: Essentials Non-Profile Mode,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,20,Beginner,Nurse,English (United Kingdom),United States,No,Yes,BD0185,YES,MMS-GCS Education Services,4/11/22,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD6888,EMEA_PT_MDS_Rodovia_ Manutenção_BD-128485,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,Blended,4,Intermediate,Physician,Português (pt) - Portuguese,Portugal,No,No,BD0678,YES,Nazeerah Ramdhian-Demery,6/21/24,"BDLA module on PICCline insertion with ECG-guided tip confirmation. Covers pre-insertion patient assessment, sterile technique, and post-insertion verification."
BD5698,BD Pyxis Inventory Connect - PIC Essentials Training,Medication Management Solutions,MMS,Medication Management,Product Training,Masterclass,0.5,Intermediate,Nurse,English (United States),Germany,No,Yes,,YES,Dominik Bandel,10/20/23,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD8716,BD Satisfaction Survey,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,E-learning,0.5,Intermediate,,Italiano (it) - Italian,Italy,No,Yes,,YES,Beatrice Biliotti,2/27/25,"Module on BD Provena™ midline catheter insertion and maintenance. Covers patient selection criteria, insertion technique, and long-term care protocols."
BD0257,BD Vacutainer® eclipse™ igla za prikupljanje krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1,Intermediate,ICU Specialist,Hrvatski (hr) - Croatian,Croatia,No,No,,YES,Veronika  Bican,7/6/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD0925,BD ChloraPrep™ Disinfecting the skin,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,Masterclass,4,Beginner,Pharmacist|System Manager,English (United Kingdom),United Kingdom,No,No,BD0689,YES,Nazeerah Ramdhian-Demery,9/11/24,"Comprehensive vascular access training for nurses covering PICC line insertion, dressing changes, flushing protocols, and troubleshooting."
BD2348,BD Rowa™ Vmax 160 Erste Schritte DEU,Medication Management Solutions,MMS,Medication Management,External,Webinar,1,Intermediate,Physician|ICU Specialist,Deutsch (de) - German,Germany,No,No,,YES,Dominik Bandel,2/19/24,"System Manager-level training on Pyxis Enterprise Server reporting, user administration, formulary configuration, and audit trail management."
BD6245,BD Vacutainer® PrecisionGlide™ Игла за вземане на кръв за множествени проби,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,0.5,Intermediate,Pharmacist,Български (bg) - Bulgarian,Bulgaria,Yes,Yes,,YES,Veronika  Bican,8/28/25,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD2366,Documentation Technique BD Alaris™ neXus GP  et  Alaris™ GP/VP Pompe Volumétrique,Medication Management Solutions,MMS,Medication Management,Qualiopi,Blended,7,Intermediate,Nurse|ICU Specialist,English (United Kingdom),France,Yes,Yes,,YES,Joel Roney,11/14/23,"Advanced configuration training for BD Alaris™ Guardrails® Suite MX drug library updates, DERS rules management, and CQI data analysis."
BD1296,Producttraining voor de BD Vacutainer® Safety-Lok™ bloedafnameset,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Premium,On-site,2,Beginner,System Manager,Nederlands (nl) - Dutch,Belgium,Yes,Yes,,YES,Laura De Bock,12/29/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD3083,v12 BD Alaris™ System Introduction and PCU: BD Alaris™ System with Guardrails Suite MX,Medication Management Solutions,MMS,Medication Management,Qualiopi,Webinar,0.5,Advanced,Pharmacy Manager,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD1923,3 - Litmos Dojo - BLACK BELT 3.0,Select Business,SB,Medication Management,Qualiopi,On-site,2,Expert,Biomedical Engineer,English (United Kingdom),Select Country,Yes,Yes,,YES,Deleted User,9/8/23,"General orientation training for BD product users. Covers company values, quality policy, device classification, and key product categories."
BD7640,BD Alaris™ GH Plus Guardrails Clinical Overview,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,1.5,Intermediate,Physician,English (United Kingdom),United Kingdom,No,No,,YES,Jane Lovette,2/7/25,"Training on HealthSight clinical decision support integration with BD Alaris™ systems. Covers data dashboards, protocol compliance monitoring, and reporting."
BD3329,Leveraging Diversity and Strengths in the Workplace (2018),Select Business,SB,Medication Management,Product Training,E-learning,0.5,Intermediate,System Manager,English (United Kingdom),Select Country,No,Yes,,YES,Deleted User,4/21/21,"General orientation training for BD product users. Covers company values, quality policy, device classification, and key product categories."
BD2498,BD Nexiva Diffusics™,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Product Training,E-learning,0.5,Intermediate,Physician|ICU Specialist,English (United Kingdom),United Kingdom,No,No,BD0782,YES,Nazeerah Ramdhian-Demery,5/9/24,"Module on BD Provena™ midline catheter insertion and maintenance. Covers patient selection criteria, insertion technique, and long-term care protocols."
BD8038,Formation à l'unité à ailettes sécurité BD Vacutainer® UltraTouch™ Push Button,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,On-site,0.5,Intermediate,Pharmacist,Ελληνικά (el) - Greek,France,No,No,BD0556,YES,Emilie Verite,10/4/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD8585,Adaptér BD Vacutainer® Luer-Lok™,Specimen Management,SM,Specimen Collection & Diagnostics,Product Training,On-site,2,Expert,Pharmacist,Čeština (cs) - Czech,Czech Republic,No,Yes,,YES,Veronika  Bican,12/12/25,"Training on blood and body fluid specimen processing workflows. Reviews centrifugation, aliquoting, storage conditions, and transportation requirements."
BD3584,BD neXus™ V700 Volumetric Pump Clinical Overview,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,2,Intermediate,Physician|ICU Specialist,English (United Kingdom),United Kingdom,No,No,,YES,Jane Lovette,3/28/25,"Introduction to automated dispensing cabinets for pharmacy technicians. Reviews medication safety workflows, barcode scanning, and replenishment processes."
BD0275,BD Preset™ Eclipse™ Arteriyel Kan Gazı Enjektörü,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,0.25,Expert,Biomedical Engineer,Türkçe (tr) - Turkish,Turkey,No,No,,YES,Onur Alti,11/1/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
